author_name,developer_type,is_se_engineer,is_ml_engineer,is_hybrid_engineer,total_commits,projects_contributed,total_files_touched,owned_files,bugs_introduced,bugs_fixed,bug_introducing_ratio,deadcode_items_attribute,deadcode_items_class,deadcode_items_function,deadcode_items_other,deadcode_items_property,deadcode_items_total,deadcode_items_variable,design_smell_broken_hierarchy,design_smell_broken_modularization,design_smell_deep_hierarchy,design_smell_deficient_encapsulation,design_smell_feature_envy,design_smell_hub_like_modularization,design_smell_insufficient_modularization,design_smell_multifaceted_abstraction,design_smell_rebellious_hierarchy,design_smell_wide_hierarchy,fix_commit,impl_smell_complex_conditional,impl_smell_complex_method,impl_smell_empty_catch_clause,impl_smell_long_identifier,impl_smell_long_lambda_function,impl_smell_long_message_chain,impl_smell_long_method,impl_smell_long_parameter_list,impl_smell_long_statement,impl_smell_magic_number,impl_smell_missing_default,mlsmell_broadcasting_feature_not_used,mlsmell_chain_indexing,mlsmell_columns_and_datatype_not_explicitly_set,mlsmell_dataframe_conversion_api_misused,mlsmell_deterministic_algorithm_option_not_used,mlsmell_empty_column_misinitialization,mlsmell_gradients_not_cleared,mlsmell_hyperparameters_not_explicitly_set,mlsmell_in_place_apis_misused,mlsmell_matrix_multiplication_api_misused,mlsmell_memory_not_freed,mlsmell_merge_api_parameter_not_explicitly_set,mlsmell_nan_equivalence_comparison_misused,mlsmell_pytorch_call_method_misused,mlsmell_tensor_array_not_used,mlsmell_unnecessary_iteration,szz_introducing_commits_count,vuln_bandit_issues_high,vuln_bandit_issues_low,vuln_bandit_issues_medium,vuln_bandit_issues_total,vuln_bandit_test_ids
albb762,SE-engineer,1,0,0,1,['dvgodoy deepreplay'],1.0,[],2,1,2.0,2,2,0,7,9,43,23,0,0,0,3,2,0,1,3,0,0,1,0,4,0,1,0,0,2,4,54,29,0,0,0,1,6,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0
allissadillman,SE-engineer,1,0,0,1,['NCBI Hackathons Semantic search log analysis pipeline'],,[],0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alvarowolfx,Hybrid-engineer,0,0,1,25,['alvarowolfx gcloud iot edge tensorflow'],3.0,"['alvarowolfx gcloud iot edge tensorflow::custom_model/create_tf_record.py', 'alvarowolfx gcloud iot edge tensorflow::custom_model/export_images.py', 'alvarowolfx gcloud iot edge tensorflow::custom_model/opencv.py']",8,4,0.32,0,0,2,5,0,11,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
americofmoliveira,ML-engineer,0,1,0,2,['americofmoliveira VesselSegmentation ESWA'],,[],5,2,2.5,16,6,38,28,4,98,6,8,10,0,6,2,0,2,2,0,0,2,0,18,0,0,0,0,0,18,50,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,2,B101B101
antoine tixier,SE-engineer,1,0,0,12,['Tixierae graph 2D CNN'],5.0,"['Tixierae graph 2D CNN::code/get_histograms.py', 'Tixierae graph 2D CNN::code/get_node2vec.py', 'Tixierae graph 2D CNN::code/main.py', 'Tixierae graph 2D CNN::code/main_data_augmentation.py', 'Tixierae graph 2D CNN::code/read_results.py']",1,1,0.08333333333333333,0,0,0,108,0,108,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
atobisze,SE-engineer,1,0,0,86,['IntelAI OpenVINO model server'],3.0,[],101,22,1.1744186046511629,163,114,1057,508,54,3096,1200,126,886,0,494,0,0,50,1313,20,0,22,77,1037,0,5068,18,160,617,949,19447,9159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0
atobiszei,SE-engineer,1,0,0,35,['IntelAI OpenVINO model server'],7.0,['IntelAI OpenVINO model server::example_client/stateful/rest_stateful_client.py'],137,14,3.914285714285714,0,0,385,35,0,765,345,35,385,0,0,0,0,0,464,0,0,14,35,284,0,1410,0,0,230,316,6121,2759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0
avisionh,SE-engineer,1,0,0,4,['JustGlowing minisom'],,[],0,0,0.0,0,4,12,124,0,140,0,0,0,0,12,8,0,12,0,0,0,0,4,8,0,8,0,0,0,4,68,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aws vrnatham,Hybrid-engineer,0,0,1,8,['neo ai neo ai dlr'],6.0,"['neo ai neo ai dlr::container/inf1_pyt_entry.py', 'neo ai neo ai dlr::container/sagemaker-pytorch-inferentia-serving/setup.py', 'neo ai neo ai dlr::container/sagemaker-pytorch-inferentia-serving/src/sagemaker_pytorch_inferentia_serving_container/serving.py', 'neo ai neo ai dlr::container/sagemaker-tensorflow-inferentia/build_artifacts/sagemaker/python_service.py', 'neo ai neo ai dlr::container/sagemaker-tensorflow-inferentia/build_artifacts/sagemaker/serve.py', 'neo ai neo ai dlr::container/sagemaker-tensorflow-inferentia/build_artifacts/sagemaker/tfs_utils.py']",11,3,1.375,49,8,67,179,0,671,368,0,0,0,61,40,0,8,24,0,0,3,8,101,0,86,0,0,8,12,685,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
ben,SE-engineer,1,0,0,2,['JustGlowing minisom'],1.0,[],6,2,3.0,0,2,6,62,0,72,2,0,0,0,6,6,0,6,0,0,0,2,2,4,0,10,0,0,0,2,38,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
bisunday,SE-engineer,1,0,0,1,['ZheC Realtime Multi Person Pose Estimation'],,[],0,0,0.0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
breeko,Hybrid-engineer,0,0,1,10,['breeko spypy'],13.0,"['breeko spypy::model_configs.py', 'breeko spypy::src/convert.py', 'breeko spypy::src/detect.py', 'breeko spypy::src/handler.py', 'breeko spypy::src/model_configs.py', 'breeko spypy::src/summarize.py', 'breeko spypy::src/track.py', 'breeko spypy::src/yad2k_out.py', 'breeko spypy::yad2k_out.py']",0,0,0.0,20,0,2,30,0,88,36,0,10,0,20,0,0,0,0,0,0,0,0,30,0,0,0,0,10,26,176,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cclauss,ML-engineer,0,1,0,2,"['cgnorthcutt benchmarking keras pytorch', 'kk7nc Text Classification']",4.0,[],0,0,0.0,2,0,3,15,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,40,39,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cgnorthcutt,ML-engineer,0,1,0,18,['cgnorthcutt benchmarking keras pytorch'],4.0,"['cgnorthcutt benchmarking keras pytorch::cifar10_benchmarking.py', 'cgnorthcutt benchmarking keras pytorch::imagenet_benchmarking.py', 'cgnorthcutt benchmarking keras pytorch::imagenet_keras_get_predictions.py', 'cgnorthcutt benchmarking keras pytorch::imagenet_pytorch_get_predictions.py']",0,0,0.0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,13,15,329,120,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
changhyun kayden,SE-engineer,1,0,0,1,['CBNU Nnet Artificial Intelligence'],,[],0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
christos sourmpis,SE-engineer,1,0,0,2,['JustGlowing minisom'],1.0,[],0,0,0.0,0,2,4,42,0,48,0,0,0,0,6,4,0,2,2,0,0,0,2,2,0,2,0,0,0,2,24,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clement joudet,SE-engineer,1,0,0,1,['clemkoa tooth detection'],,[],2,1,2.0,0,0,2,6,0,17,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
clemkoa,SE-engineer,1,0,0,1,['clemkoa tooth detection'],,[],0,0,0.0,0,0,2,6,0,17,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cybercoder,SE-engineer,1,0,0,2,['Barqawiz Snnapy2 Filters'],2.0,['Barqawiz Snnapy2 Filters::snappy2/controls/Generate.py'],0,0,0.0,0,2,0,6,0,30,22,0,2,0,0,2,0,0,2,0,0,0,0,6,0,0,0,0,2,6,50,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d pascualhe,Hybrid-engineer,0,0,1,89,['JdeRobot DetectionSuite'],93.0,"['JdeRobot DetectionSuite::detectionmetrics/cli/batch.py', 'JdeRobot DetectionSuite::detectionmetrics/cli/computational_cost.py', 'JdeRobot DetectionSuite::detectionmetrics/datasets/yolo.py', 'JdeRobot DetectionSuite::detectionmetrics/models/torch.py', 'JdeRobot DetectionSuite::detectionmetrics/models/utils/torchvision.py', 'JdeRobot DetectionSuite::detectionmetrics/models/utils/yolo.py', 'JdeRobot DetectionSuite::detectionmetrics/utils/lidar.py', 'JdeRobot DetectionSuite::examples/convert_dataset_ontology.py', 'JdeRobot DetectionSuite::examples/gaia.py', 'JdeRobot DetectionSuite::examples/gaia_image.py', 'JdeRobot DetectionSuite::examples/gaia_lidar.py', 'JdeRobot DetectionSuite::examples/gaia_lidar_example.py', 'JdeRobot DetectionSuite::examples/generic.py', 'JdeRobot DetectionSuite::examples/generic_example.py', 'JdeRobot DetectionSuite::examples/generic_image.py', 'JdeRobot DetectionSuite::examples/goose.py', 'JdeRobot DetectionSuite::examples/goose_image.py', 'JdeRobot DetectionSuite::examples/goose_lidar.py', 'JdeRobot DetectionSuite::examples/goose_lidar_example.py', 'JdeRobot DetectionSuite::examples/merge_datasets.py', 'JdeRobot DetectionSuite::examples/rellis3d.py', 'JdeRobot DetectionSuite::examples/rellis3d_image.py', 'JdeRobot DetectionSuite::examples/rellis3d_lidar.py', 'JdeRobot DetectionSuite::examples/rellis3d_lidar_example.py', 'JdeRobot DetectionSuite::examples/rugd_image.py', 'JdeRobot DetectionSuite::examples/store_image_video.py', 'JdeRobot DetectionSuite::examples/tensorflow.py', 'JdeRobot DetectionSuite::examples/tensorflow_computational_cost.py', 'JdeRobot DetectionSuite::examples/tensorflow_computational_cost_example.py', 'JdeRobot DetectionSuite::examples/tensorflow_image.py', 'JdeRobot DetectionSuite::examples/torch.py', 'JdeRobot DetectionSuite::examples/torch_computational_cost_example.py', 'JdeRobot DetectionSuite::examples/torch_lidar_computational_cost_example.py', 'JdeRobot DetectionSuite::examples/torch_lidar_example.py', 'JdeRobot DetectionSuite::examples/torch_native.py', 'JdeRobot DetectionSuite::examples/torch_native_example.py', 'JdeRobot DetectionSuite::examples/torch_native_image.py', 'JdeRobot DetectionSuite::examples/wildscenes_image.py']",20,10,0.2247191011235955,244,109,2,215,0,1693,1123,0,89,0,15,515,0,0,274,69,0,10,104,917,0,599,89,0,448,588,10468,3338,0,0,0,404,152,0,0,0,0,48,0,0,0,0,0,0,29,20,0,0,0,0,0
dailyworker,Hybrid-engineer,0,0,1,14,['CBNU Nnet Artificial Intelligence'],2.0,"['CBNU Nnet Artificial Intelligence::.py', 'CBNU Nnet Artificial Intelligence::resource/example/basic/tensorflow_basic.py']",0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danglotb,SE-engineer,1,0,0,1,['tech srl code2vec'],,[],0,0,0.0,0,0,0,9,0,14,5,0,0,0,0,0,0,1,1,0,0,0,0,5,0,2,0,0,0,2,73,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dependabot bot,SE-engineer,1,0,0,92,"['Barqawiz Snnapy2 Filters', 'IBM MAX Fast Neural Style Transfer', 'IBM MAX Inception ResNet v2', 'IBM MAX Review Text Generator', 'IBM MAX Scene Classifier', 'IBM MAX Weather Forecaster', 'IXarea LittleGAN', 'IntelAI OpenVINO model server', 'JdeRobot DetectionSuite', 'JustinGOSSES predictatops', 'alvarowolfx gcloud iot edge tensorflow', 'breeko spypy', 'deep learning for humans fontastic', 'dougsm mvp grasp', 'neo ai neo ai dlr', 'nikicc twitter emotion recognition', 'sethuiyer Image to Image Search', 'soumyadip1995 TextBrain Building an AI start up using NLP', 'tech srl code2vec', 'tlatkowski inpainting gmcnn keras']",,[],0,0,0.0,208,194,422,1094,27,2961,1016,8,66,0,140,35,0,21,225,8,0,0,5,351,0,1079,16,24,181,170,4480,4766,0,0,84,71,7,0,0,0,0,72,32,0,0,0,6,0,0,0,0,0,0,0,0
dependabot preview bot,SE-engineer,1,0,0,4,['urduhack urduhack'],,[],0,0,0.0,0,0,16,0,0,120,104,0,0,0,32,0,0,0,24,0,0,0,0,8,0,12,0,0,4,0,232,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
djoldman,SE-engineer,1,0,0,1,['kk7nc Text Classification'],,[],0,0,0.0,2,0,3,15,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,23,31,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dkalinowski,Hybrid-engineer,0,0,1,24,['IntelAI OpenVINO model server'],5.0,['IntelAI OpenVINO model server::demos/embeddings/compare_results.py'],11,5,0.4583333333333333,288,744,619,2236,144,4880,849,24,384,0,192,0,0,48,912,48,0,5,24,1037,0,1656,48,0,384,473,14686,5330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
dougian,SE-engineer,1,0,0,2,['Tiiiger bert score'],4.0,[],0,0,0.0,0,0,0,14,0,16,2,0,0,0,6,0,0,0,4,0,0,0,0,14,0,0,0,0,4,14,102,20,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dpascualhe,ML-engineer,0,1,0,15,['JdeRobot DetectionSuite'],14.0,['JdeRobot DetectionSuite::detectionmetrics/datasets/yolo.py'],4,1,0.26666666666666666,48,21,0,51,0,327,207,0,15,0,4,95,0,0,54,8,0,1,22,207,0,125,15,0,102,134,2110,698,0,0,0,80,37,0,0,0,0,12,0,0,0,0,0,0,7,4,0,0,0,0,0
dtrawins,SE-engineer,1,0,0,1,['IntelAI OpenVINO model server'],,[],0,0,0.0,9,4,23,14,0,82,32,4,15,0,33,0,0,3,28,2,0,0,1,35,0,150,0,10,14,22,423,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dvgodoy,SE-engineer,1,0,0,69,['dvgodoy deepreplay'],22.0,"['dvgodoy deepreplay::deepreplay/__init__.py', 'dvgodoy deepreplay::deepreplay/callbacks.py', 'dvgodoy deepreplay::deepreplay/datasets/__init__.py', 'dvgodoy deepreplay::deepreplay/datasets/ball.py', 'dvgodoy deepreplay::deepreplay/datasets/hypercube.py', 'dvgodoy deepreplay::deepreplay/datasets/parabola.py', 'dvgodoy deepreplay::deepreplay/plot.py', 'dvgodoy deepreplay::deepreplay/replay.py', 'dvgodoy deepreplay::deepreplay/utils.py', 'dvgodoy deepreplay::docs/source/conf.py', 'dvgodoy deepreplay::examples/__init__.py', 'dvgodoy deepreplay::examples/circles_dataset.py', 'dvgodoy deepreplay::examples/comparison_activation_functions.py', 'dvgodoy deepreplay::examples/gradients_example.py', 'dvgodoy deepreplay::examples/moons_dataset.py', 'dvgodoy deepreplay::examples/part1_activation_functions.py', 'dvgodoy deepreplay::examples/part2_initializers.py', 'dvgodoy deepreplay::examples/part2_weight_initializers.py', 'dvgodoy deepreplay::examples/uci_spambase_dataset.py', 'dvgodoy deepreplay::setup.py', 'dvgodoy deepreplay::tests/deepreplay/test_callbacks.py', 'dvgodoy deepreplay::tests/deepreplay/test_replay.py']",18,8,0.2608695652173913,68,49,63,440,267,1721,834,0,0,0,133,138,0,14,160,0,0,8,0,61,0,45,0,0,42,108,2059,1200,0,0,0,17,96,0,0,0,183,14,0,0,0,0,0,0,0,18,0,0,0,0,0
eatsleepraverepeat,SE-engineer,1,0,0,2,['eatsleepraverepeat emusic net'],,[],0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eddiecho,SE-engineer,1,0,0,1,['neo ai neo ai dlr'],1.0,[],0,0,0.0,1,0,1,7,0,39,30,0,0,0,1,5,0,0,1,0,0,0,1,10,0,1,0,1,0,0,43,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eladn,ML-engineer,0,1,0,16,['tech srl code2vec'],11.0,[],7,2,0.4375,96,0,0,465,80,673,32,0,11,0,43,0,0,32,53,32,0,2,16,112,0,648,27,0,16,48,2354,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
fahdrazavi,SE-engineer,1,0,0,4,['urduhack urduhack'],1.0,[],0,0,0.0,0,0,16,0,0,120,104,0,0,0,32,0,0,0,24,0,0,0,0,8,0,12,0,0,4,0,232,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
felixgwu,SE-engineer,1,0,0,48,['Tiiiger bert score'],11.0,['Tiiiger bert score::tests/__init__.py'],32,2,0.6666666666666666,44,0,0,222,0,330,64,12,0,0,144,0,0,0,50,0,0,2,0,272,0,6,0,0,64,280,1880,470,0,0,12,140,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
fireindark707,SE-engineer,1,0,0,2,['Tiiiger bert score'],,[],0,0,0.0,0,0,0,28,0,32,4,4,0,0,8,0,0,0,4,0,0,0,0,20,0,2,0,0,6,14,128,36,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frreiss,SE-engineer,1,0,0,4,"['IBM MAX Fast Neural Style Transfer', 'IBM MAX Inception ResNet v2', 'IBM MAX Review Text Generator', 'IBM MAX Scene Classifier']",25.0,"['IBM MAX Fast Neural Style Transfer::api/model.py', 'IBM MAX Fast Neural Style Transfer::app.py', 'IBM MAX Fast Neural Style Transfer::core/__init__.py', 'IBM MAX Fast Neural Style Transfer::core/backend.py', 'IBM MAX Fast Neural Style Transfer::core/transformer_net.py', 'IBM MAX Inception ResNet v2::core/__init__.py', 'IBM MAX Inception ResNet v2::core/backend.py', 'IBM MAX Review Text Generator::api/model.py', 'IBM MAX Review Text Generator::app.py', 'IBM MAX Review Text Generator::core/__init__.py', 'IBM MAX Scene Classifier::core/__init__.py']",0,0,0.0,0,8,1,10,0,36,17,0,5,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
fsantini,SE-engineer,1,0,0,1,['ad12 DOSMA'],1.0,[],0,0,0.0,23,4,3,10,1,77,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,B101
fyy,SE-engineer,1,0,0,2,['alvarowolfx gcloud iot edge tensorflow'],,[],0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
giannisnik,SE-engineer,1,0,0,1,['Tixierae graph 2D CNN'],2.0,"['Tixierae graph 2D CNN::baselines/graphlet_kernel.py', 'Tixierae graph 2D CNN::baselines/wl_subtree_kernel.py']",0,0,0.0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
giu,SE-engineer,1,0,0,17,['JustGlowing minisom'],5.0,[],2,1,0.11764705882352941,0,3,0,76,0,79,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,1,79,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
gmberton,SE-engineer,1,0,0,1,['TIBHannover GeoEstimation'],1.0,[],0,0,0.0,3,0,0,10,0,22,9,0,0,0,2,1,0,0,2,0,0,0,0,4,0,2,0,0,0,4,42,38,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gngdb,SE-engineer,1,0,0,2,['kimhc6028 relational networks'],1.0,[],0,0,0.0,2,0,0,2,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,8,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gnuwind,SE-engineer,1,0,0,1,['cgnorthcutt benchmarking keras pytorch'],1.0,[],1,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
gushart,SE-engineer,1,0,0,1,['GKalliatakis Keras VGG16 places365'],1.0,[],0,0,0.0,0,0,1,3,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,42,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hongxin,SE-engineer,1,0,0,1,['wctu SEAL'],,[],0,0,0.0,0,0,0,2,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iTakeshi,ML-engineer,0,1,0,2,['tech srl code2vec'],1.0,[],1,2,0.5,12,0,0,58,10,84,4,0,2,0,6,0,0,4,6,4,0,2,2,14,0,84,4,0,2,6,302,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
iclr2019 anon,SE-engineer,1,0,0,12,['ethanwharris STAWM'],18.0,"['ethanwharris STAWM::celeba_draw_32.py', 'ethanwharris STAWM::cifar_baseline_self_sup.py', 'ethanwharris STAWM::cifar_baseline_vae.py', 'ethanwharris STAWM::cifar_draw_12.py', 'ethanwharris STAWM::cifar_draw_16.py', 'ethanwharris STAWM::cifar_mobilenetv2.py', 'ethanwharris STAWM::cifar_self_sup.py', 'ethanwharris STAWM::memory.py', 'ethanwharris STAWM::mnist_class_28.py', 'ethanwharris STAWM::mnist_class_8.py', 'ethanwharris STAWM::mnist_draw_4.py', 'ethanwharris STAWM::mnist_draw_6.py', 'ethanwharris STAWM::mnist_draw_8.py', 'ethanwharris STAWM::mobilenetv2.py', 'ethanwharris STAWM::modules.py', 'ethanwharris STAWM::tb_modules.py', 'ethanwharris STAWM::visual_sketchpad.py', 'ethanwharris STAWM::visualise.py']",0,0,0.0,60,0,0,580,0,660,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,6,0,26,552,280,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,10,B101B101B101B101B101B101B101B101B101B101
ido,SE-engineer,1,0,0,1,['urigoren decorators4DS'],2.0,['urigoren decorators4DS::slack_exception.py'],0,0,0.0,0,2,3,7,0,12,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
imgbot bot,SE-engineer,1,0,0,1,['IBM MAX Scene Classifier'],,[],0,0,0.0,0,0,0,3,0,8,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ioannisxar,SE-engineer,1,0,0,45,['ixarchakos nba games'],16.0,"['ixarchakos nba games::feature_extraction/simple_stats.py', 'ixarchakos nba games::main.py', 'ixarchakos nba games::src/__init__.py', 'ixarchakos nba games::src/feature_extraction/__init__.py', 'ixarchakos nba games::src/feature_extraction/advanced_statistics.py', 'ixarchakos nba games::src/feature_extraction/feature_extraction.py', 'ixarchakos nba games::src/feature_extraction/graph_statistics.py', 'ixarchakos nba games::src/feature_extraction/non_points_features.py', 'ixarchakos nba games::src/feature_extraction/points_features.py', 'ixarchakos nba games::src/feature_extraction/simple_stats.py', 'ixarchakos nba games::src/machine_learning/__init__.py', 'ixarchakos nba games::src/machine_learning/classification.py', 'ixarchakos nba games::src/machine_learning/performance.py', 'ixarchakos nba games::src/tools/__init__.py', 'ixarchakos nba games::src/tools/general_tools.py', 'ixarchakos nba games::src/tools/sampling.py']",25,6,0.5555555555555556,0,0,85,9,0,456,362,0,0,0,0,0,0,0,2,0,0,6,0,204,0,56,0,0,0,1,574,576,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
iwangjian,ML-engineer,0,1,0,29,['iwangjian textsum gan'],16.0,"['iwangjian textsum gan::__init__.py', 'iwangjian textsum gan::attention_decoder.py', 'iwangjian textsum gan::batcher.py', 'iwangjian textsum gan::beam_search.py', 'iwangjian textsum gan::data.py', 'iwangjian textsum gan::data_loader.py', 'iwangjian textsum gan::decode.py', 'iwangjian textsum gan::discriminator.py', 'iwangjian textsum gan::gen_sample.py', 'iwangjian textsum gan::generator.py', 'iwangjian textsum gan::main.py', 'iwangjian textsum gan::main_gan.py', 'iwangjian textsum gan::rollout.py', 'iwangjian textsum gan::seqGAN.py', 'iwangjian textsum gan::trainer.py', 'iwangjian textsum gan::util.py']",9,2,0.3103448275862069,371,6,15,88,20,607,107,0,0,0,68,84,0,0,53,0,0,2,0,365,0,0,9,0,193,220,2348,941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
ixarchakos,SE-engineer,1,0,0,7,['ixarchakos nba games'],,[],0,0,0.0,0,0,21,0,0,94,73,0,0,0,0,0,0,0,0,0,0,0,0,41,0,13,0,0,0,0,119,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jay,SE-engineer,1,0,0,5,['JustGlowing minisom'],1.0,[],0,0,0.0,0,4,0,54,0,62,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,35,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jay zalani,SE-engineer,1,0,0,7,['JdeRobot DetectionSuite'],1.0,['JdeRobot DetectionSuite::tests/test_io.py'],0,0,0.0,28,7,0,52,0,185,98,0,7,0,3,49,0,0,22,0,0,0,14,101,0,67,7,0,56,70,1129,480,0,0,0,35,21,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
